date,target,market_1,market_2,market_3,market_4,market_5,should_be_impacted_1,should_be_impacted_2,should_be_impacted_3,should_be_impacted_4,should_be_impacted_5,should_be_impacted_6,should_be_impacted_7,should_be_impacted_8,should_be_impacted_9,should_be_impacted_10,should_be_impacted_11,should_be_impacted_12,should_be_impacted_13,should_be_impacted_14,should_be_impacted_15,should_be_impacted_16,should_be_impacted_17,should_be_impacted_18,should_be_impacted_19,should_be_impacted_20,should_be_impacted_21,should_be_impacted_22,should_be_impacted_23,should_be_impacted_24,should_be_impacted_25,should_be_impacted_26,should_be_impacted_27,should_be_impacted_28,should_be_impacted_29,should_be_impacted_30,some_times_impacted_some_times_not_1,some_times_impacted_some_times_not_2,some_times_impacted_some_times_not_3,some_times_impacted_some_times_not_4,some_times_impacted_some_times_not_5,may_be_not_impacted_2,may_be_not_impacted_3,may_be_not_impacted_4,may_be_not_impacted_5,may_be_not_impacted_6,may_be_not_impacted_7,may_be_not_impacted_8,may_be_not_impacted_9,may_be_not_impacted_10,may_be_not_impacted_11,may_be_not_impacted_12
2014-06-29,106733.48,11549875.77,17245860.84,10270530.58,28628116.95,16468038.75,504319.9891,997683.8009,285606.2163,624549.7867,57192.08019,162942.09,2276.82,1569939,276415.96,1529781.75,340393.48,91906.662,128941.056,34025.668,6176.72,40563.558,2748.064,47451.222,5382.336,18527.5,2627.04,7305.36,1919.921,5167.5,949.66,166972.96,8741.83,6026.13,22029.99,1855.46,13167.18,3978.48,5324.25,6803.46,1585.36,26.03,13.94,323.35,135.24,83.64,347.7,278.74,235.95,29.85,510.76,45.43
2014-06-30,105346.28,10919124.46,16790105.28,9835984.52,28683566.17,15617658.5,489253.0324,968145.2394,270046.2542,606419.9146,55036.8864,154065.23,-3263.26,1523457.6,268320.26,1484489.46,330424.188,86899.714,125198.064,33878.716,5943.96,39386.088,2736.192,45663.876,4960.396,18070,2535,7060.14,2011.877,5579.7,991.89,166870.88,8810.37,4028.4,21659.39,1888.23,13574.34,4105.53,5541.25,6907.95,1768.9,28.77,9.43,266.8,168.07,68.88,369.93,186.43,237.6,25.87,431.66,74.69
2014-07-01,105282.36,11283914.45,16635398.52,10013252.94,28739015.39,16105427.88,496620.637,977452.2751,269802.274,614044.1839,55106.14593,153925.5,-2975.7,1538103,270145.26,1498760.04,332671.704,86820.9,126772.128,33683.408,5951.44,39881.268,2720.416,45721.224,5159.228,19891.25,2589.6,6957.66,2242.737,6229.2,904.34,168546.4,8491.51,4073.49,20566.12,1874.67,13418.73,3873.21,5449.5,6482.25,1701.07,28.77,8.61,245.05,171.5,55.35,337.44,117.65,222.75,23.88,400.02,77
2014-07-02,105177.64,10961580.82,16243227,9823423.06,28794464.62,15626166.4,486225.1609,959633.5855,275657.7989,574579.0056,50518.72021,157266.56,-688.87,1510063.8,272358.62,1471438.11,335397.212,88705.408,118624.368,30704.804,5456,37318.05,2479.872,41915.016,5136.108,21026.25,2781.48,7115.04,2349.728,6404.7,901.25,170422.56,8394.66,4330.8,20415.7,1893.88,12562.29,3455.76,5254.25,5941.74,1677.13,30.14,6.15,218.95,156.8,54.12,301.53,123.08,235.95,15.92,317.53,57.75
2014-07-03,110121.92,10440071.13,14986717.2,9270521.24,28849913.84,14969258.18,532116.5412,1039469.375,301315.554,588835.4801,52686.13627,171904.39,8167.25,1635692.1,307941.74,1593853.08,379216.324,96961.802,121567.68,33041.592,5690.08,38243.898,2668.608,43712.982,6118.708,22035,2999.88,8251.47,2374.172,6586.2,1133,184604.64,10500.03,4557.06,23476.42,2052.08,12354.03,3404.94,5399.75,5949.48,1679.79,36.99,4.1,291.45,238.14,63.96,332.31,115.84,222.75,21.89,372.9,116.27
2014-07-04,117749.48,10826002.29,14896171.68,9378674.04,28905363.06,15548874.14,563521.2528,1096575.393,311612.5145,601341.0208,53582.43615,177779.28,10863.58,1725553.2,323109.68,1681415.46,397894.964,100275.504,124149.504,33543.992,5786.88,39056.22,2709.184,44456.382,5340.72,18542.5,2886,6933.87,2002.953,5663.1,1025.88,172409.6,9954.69,7116.66,22288.32,1870.15,15104.7,4330.59,6097.25,7251.09,1871.31,19.18,5.74,207.35,145.53,41.82,338.01,139.37,222.75,11.94,339,48.51
2014-07-05,113911.56,11787762.24,16811569.32,10432562.2,28960812.28,16821496.55,567288.2622,1108684.948,328681.1705,660845.103,62981.36256,187516.77,15813.07,1744608.6,318741.36,1699983.36,392515.468,105767.886,136434.384,37701.98,6801.96,42920.892,3044.992,52254.648,6359.156,18997.5,4687.8,7612.8,2071.241,5849.7,1072.23,176151.36,10601.35,4940.73,22719.96,2596.74,14449.5,4000.26,5901.25,6892.47,1818.11,15.07,9.43,230.55,127.89,29.52,327.75,146.61,231,0,388.72,66.22
2014-07-06,112175.52,11372300.79,16377418.2,10040141.62,29016261.5,16256257.6,519356.6886,1014517.605,282309.9939,605336.9443,54478.73602,161061.52,-1735.37,1596428.4,283603.54,1555593.96,349244.676,90845.936,124974.48,33224.34,5883.68,39315.654,2683.36,45200.844,6904.788,19261.25,6243.12,7847.04,2828.423,5927.1,1210.25,177022.56,11575.81,8657.82,23213.73,3087.16,15755.22,4278.56,6321.5,7033.08,2638.72,13.7,15.17,329.15,143.57,100.86,338.58,322.18,247.5,41.79,517.54,47.74
2014-07-07,118088.8,11497370.32,16737736.08,10240220.74,29071710.73,16447010.38,541719.9295,1058295.637,308649.8977,643035.379,63013.95528,176088.28,8099.91,1665316.8,310534.7,1622719.92,382409.096,99321.704,132757.488,37883.472,6805.48,41764.212,3059.648,52282.26,8834.152,20588.75,8015.28,8558.91,3476.577,6264,1426.55,181894.24,13027.07,5799.6,24312.45,3580.97,17149.86,4616.15,7010.25,7549.08,3302.39,42.47,9.84,303.05,183.75,75.03,381.33,190.05,262.35,23.88,466.69,74.69
2014-07-08,140301,12735619.8,17532793.2,11032206.82,29127159.95,18180111.33,554525.1678,1051688.363,286328.1985,647750.6477,66827.30384,163354.16,-239.33,1654919.7,297015.1,1612588.65,365760.432,92139.088,133730.976,38927.208,7217.32,42070.392,3143.936,55445.958,8602.952,22055,9065.16,9197.58,4042.572,6650.1,1653.15,182675.68,13980.67,6276.42,24158.76,4006.98,19409.13,6256.91,7854.5,9681.45,3876.95,30.14,7.79,266.8,179.83,49.2,351.12,155.66,254.1,23.88,393.24,67.76
2014-07-09,156535.32,12892492.05,17793093.24,11179136.92,29182609.17,18406951.91,583817.2853,1086259.45,289116.5437,715507.4381,79261.42756,164944.59,1057.42,1709320.2,302386.44,1665597.9,372374.84,93036.162,147719.664,45676.324,8560.2,46471.068,3689.024,65762.226,7740.576,22580,9528.48,9153.66,4191.855,6552.6,1849.88,181781.6,15425.97,6677.37,23796.88,4181,18891.99,5447.42,7869.5,8573.34,4105.71,26.03,5.33,236.35,151.9,47.97,296.4,108.6,221.1,23.88,292.67,64.68
2014-07-10,164223.4,11831822.07,16306890.6,10270530.58,29238058.39,17013274.45,636579.1892,1157519.528,291805.3052,743024.3707,79982.54155,166478.95,1947.4,1821453.9,322017.6,1774863.54,396549.792,93901.61,153400.656,48181.416,8638.08,48258.252,3891.36,66360.132,7723.236,19887.5,9712.56,8692.5,3412.363,6020.7,1967.3,185618.4,19170.34,7181.46,26558.94,4257.84,18240.3,4268.88,8007,7069.2,3890.25,41.1,4.92,307.4,230.3,52.89,355.11,139.37,240.9,33.83,395.5,112.42
2014-07-11,166502.08,11455697.05,15830029.8,10025059.68,29293507.61,16536422.3,662304.2103,1191332.6,282773.0584,743581.6656,74286.96325,161325.85,-1079.26,1874661.6,323489.28,1826710.14,398362.228,90995.03,153515.712,46552.384,8022.96,48294.54,3759.776,61635.294,7603.012,19497.5,9041.76,8694.33,3294.896,5668.8,2070.3,183775.68,20481.54,6964.38,26634.15,4008.11,21296.34,5230.83,8728,8503.68,3761.24,13.7,9.02,245.05,136.22,54.12,346.56,117.65,245.85,15.92,377.42,59.29
2014-07-12,148742.52,11816381.75,17044152.84,10383391.48,29348956.84,16969119.79,621638.664,1143015.819,278809.6248,755589.1981,72954.73571,159064.36,-2310.49,1798631.1,304265.46,1752624.15,374689.108,89719.448,155994.72,45291.36,7879.08,49074.354,3657.952,60529.752,7445.796,19366.25,9197.76,8723.61,3323.608,5664.6,2180.51,183724.64,21873.2,13505.94,26723.53,4156.14,21437.91,5309.48,8742.75,8606.88,3594.99,19.18,9.02,253.75,133.28,57.81,347.7,173.76,240.9,9.95,442.96,54.67
2014-07-13,148507.92,11704729.84,16938954.24,10376404.98,29404406.06,16812079.75,612819.7991,1119923.054,266117.6749,728914.1366,69752.50071,151823.32,-6344.52,1762292.7,282245.74,1717215.42,347572.896,85635.176,150487.536,41291,7533.24,47341.854,3334.848,57872.628,7179.916,19857.5,9130.68,9109.74,3335.539,5859.3,2317.5,185880.64,23109.9,10789.2,27327.39,4307.56,21525.66,4952.53,8782.75,8085.72,3356.92,23.29,12.3,366.85,148.47,87.33,356.82,351.14,262.35,25.87,586.47,60.06
2014-07-14,149851.6,11726871.06,17140983.6,10505362.42,29459855.28,16835228.39,607042.8536,1109800.618,266132.6125,729601.8623,69728.05616,151832.22,-5603.78,1746364.2,277748.94,1701694.56,342034.864,85640.196,150629.52,42013.2,7530.6,47386.458,3393.184,57852.45,6892.072,21118.75,8920.08,9117.06,3481.233,6203.7,2455.52,190586.88,24665.46,18592.74,27554.11,4359.54,22204.26,5194.53,8964.75,8377.26,3424.75,35.62,10.25,316.1,190.61,77.49,406.41,211.77,259.05,37.81,471.21,83.93
2014-07-15,157466.92,11910757.09,17314734.84,10543078.84,29515304.5,17100059.5,623481.1054,1145703.569,273427.1227,736633.2647,66664.34023,155993.86,-2514.33,1802860.5,288208.38,1756745.52,354915.616,87987.548,152081.184,40354.024,7199.72,47843.208,3259.168,55311.084,7433.08,22470,9392.76,9523.32,4035.103,6739.8,2487.45,190921.28,24728.04,5672.7,26255.92,4603.62,22306.05,5034.81,9028.75,8112.81,3017.77,24.66,8.61,314.65,180.81,54.12,373.92,171.95,264,19.9,426.01,63.14
2014-07-16,157341.12,11642421.64,17136567.24,10366488.6,29570753.72,16693273.11,633750.15,1154056.414,282842.767,714934.3334,65706.929,161365.01,895.44,1816004.4,289563.26,1769553.3,356583.82,91017.118,147601.344,38551.664,7096.32,46433.898,3113.6,54516.708,7325.572,22533.75,9388.08,8762.04,4181.864,6758.1,2598.69,187943.36,24503.05,5949.45,25658.6,4499.66,21247.2,4581.06,8825.25,7405.89,3173.38,26.03,5.33,259.55,160.23,49.2,351.69,139.37,245.85,13.93,315.27,65.45
2014-07-17,171041.08,11540847.07,16914841.32,10179916.12,29626202.95,16629976.42,683934.7971,1223751.084,292114.0148,727621.6866,69308.42486,166655.17,3982.16,1925674.8,312764.12,1876418.43,385154.868,94001.006,150220.704,41436.068,7485.28,47257.938,3346.56,57504.114,6819.244,20812.5,8692.32,8498.52,3450.678,6409.8,2548.22,189629.44,27103.1,15527.43,26871.77,4062.35,20211.75,4351.16,8744,7236.9,3134.81,32.88,9.43,262.45,199.43,65.19,358.53,168.33,245.85,21.89,363.86,107.8
2014-07-18,175927.56,10988002.48,16060990.92,9618149.9,29681652.17,15909197.86,700205.5542,1244783.33,286253.5107,740439.4707,68640.27404,163311.44,1469.65,1958770.8,317690.16,1908667.65,391220.956,92114.992,152866.992,42746.704,7413.12,48090.42,3452.416,56949.75,6806.528,25473.75,8291.4,9464.76,4434.258,7160.7,3035.41,206236.8,28359.17,8913.24,27789.55,4542.6,22077.9,4907.76,8893.25,7678.08,2703.89,28.77,8.61,276.95,157.78,54.12,355.68,166.52,257.4,19.9,465.56,71.61
2014-07-19,158527.04,11458974.05,16548302.16,10001606.4,29737101.39,16425378.56,687656.5718,1235298.615,299586.4908,735852.0402,67047.26091,170918.27,6020.56,1807776.6,288656.6,1894124.52,382223.144,96405.586,141285.504,37240.4,6734.2,47792.43,3234.08,55628.622,6731.388,22345,7991.88,9468.42,3642.447,6375.9,2909.75,202151.84,30239.55,9723.78,29596.77,4203.6,21334.95,4427.39,9353.25,7457.49,2413.95,24.66,13.94,259.55,147.49,49.2,399,209.96,272.25,15.92,466.69,60.83
2014-07-20,190284.4,13481463.87,17526316.08,11365789.5,29792550.61,19308875.73,728318.5637,1282194.716,280775.008,710310.0448,60452.64703,160185.76,-1009.19,2158875.6,322493.56,1966032.18,371155.424,90351.968,156911.904,38653.4,6985.88,46133.514,2917.6,50157.198,6524.464,21552.5,8253.96,9131.7,3458.632,6072.3,2785.12,200972.64,30737.21,12012.57,28874.1,4387.79,23708.88,5152.18,9711.5,8475.3,2641.38,19.18,15.17,314.65,158.27,62.73,409.26,394.58,293.7,19.9,681.39,58.52
2014-07-21,170550.12,12633308.47,18225484.68,11046176.26,29847999.83,18117038.14,704089.2695,1271547.397,281747.3457,771055.1213,64806.55503,160740.23,-419.51,2000886.3,300583.34,1949706.09,370154.74,90664.714,159187.728,39780.032,6999.08,50078.826,3212.832,53769.06,6733.7,22098.75,8804.64,9140.85,3537.978,6005.7,2959.19,203341.6,31456.88,5229.36,28825.05,4593.45,23636.34,4952.53,9605.5,8124.42,2735.81,26.03,11.48,259.55,162.19,65.19,474.81,260.64,310.2,31.84,644.1,62.37
2014-07-22,167377.24,12434556.16,17957273.88,10913172.88,29903449.06,17831281.47,687336.56,1236048.809,272640.411,750146.6793,63193.21526,155544.41,-3518.97,1945026.3,285526.36,1895274.75,351612.584,87734.038,154871.088,38523.404,6824.84,48720.924,3111.328,52430.94,6818.088,24851.25,8760.96,9574.56,4211.158,6372.3,3122.96,205335.68,31433.04,5671.62,27783.01,4674.81,23786.1,5028.76,9647,8267.61,2811.62,12.33,8.61,297.25,193.06,47.97,444.03,179.19,292.05,27.86,508.5,66.99
2014-07-23,173921.56,12343200.18,18066378.72,10886371.42,29958898.28,17675759.74,691823.2561,1239920.291,277032.0547,735190.6217,65568.40993,158050.65,-1653.47,1951118.4,289249.36,1901210.82,356197.612,89147.67,151783.344,38675.38,7081.36,47749.464,3123.616,54400.95,7109.4,25775,9033.96,9880.17,4339.295,6291,3275.4,202188.8,31492.64,6200.55,27416.77,4898.55,22658.22,4671.81,9546.25,7636.8,2654.68,36.99,7.38,295.8,177.38,62.73,408.69,153.85,290.4,25.87,449.74,57.75
2014-07-24,185196.64,12004864.62,17295716.88,10573509.72,30014347.5,17305056.68,752244.5295,1317676.877,277594.703,746585.525,65071.37091,158371.05,-1448.72,2073474.9,298837.18,2020437.99,368004.372,89328.39,154135.872,39477.964,7027.68,48489.588,3188.416,53988.894,6695.552,23445,8913.84,9393.39,3556.602,6120.6,3149.74,206094.24,35147.61,5534.73,29717.76,4670.29,22350.51,4529.03,9732,7546.5,2690.59,32.88,9.02,345.1,209.72,66.42,510.15,226.25,308.55,31.84,513.02,79.31
2014-07-25,194324.96,12129830.19,16893798.48,10404107.12,30069796.72,17528297.42,777366.5698,1364152.002,278167.3096,780872.9984,66868.04475,158697.68,-1237.6,2146607.4,310374.1,2091699.81,382211.224,89512.624,161214.672,41734.996,7221.72,50716.512,3370.72,55479.942,6451.636,24450,8533.2,9508.68,3767.965,5966.7,3300.12,208345.28,35545.44,5765.04,29685.06,4597.97,25645.23,5235.67,10754.5,8529.48,2663.99,30.14,10.25,321.9,179.34,77.49,510.72,204.53,336.6,15.92,520.93,77
2014-07-26,184620.68,13947158.34,19158572.16,11875766.62,30125245.94,19944512.71,740998.6127,1322670.701,285357.2569,764150.1972,63612.84656,162799.69,1374.1,2081333.1,300443.18,2028094.92,369981.9,91826.342,157762.176,38168.584,6870.16,49630.392,3082.688,52779.276,5834.332,24847.5,8026.2,9600.18,3519.548,5571,3484.49,201933.6,35636.33,5397.03,29228.35,4729.05,25745.85,5242.93,10925.25,8684.28,2637.39,32.88,9.02,334.95,192.57,67.65,522.69,173.76,343.2,29.85,514.15,83.16
2014-07-27,190316.36,14726828.96,19521322.08,12307856.28,30180695.16,21000213.47,753276.5128,1335729.11,275538.2984,759506.0726,60875.05786,157198.03,-2168.53,2101881.6,295515.68,2048118.03,363914.024,88666.754,156803.376,37495.368,6574.48,49328.748,3028.288,50507.658,5645.904,22123.75,7406.88,8569.89,2797.965,5015.4,3122.96,182964.32,33317.89,4649.94,26921.91,4335.81,25043.85,5108.62,10534.5,8444.34,2292.92,26.03,7.38,305.95,196.49,62.73,499.89,170.14,336.6,15.92,471.21,82.39
2014-07-28,179302.4,13700412.67,18797346.36,11579581.74,30236144.39,19569950.55,721080.7941,1286602.268,268019.7247,736423.785,59184.31036,152909.12,-4563.65,2024576.4,279008.92,1972790.04,343586.848,86247.616,152037.936,35734.456,6391.88,47829.6,2886.08,49104.756,6316.384,25141.25,7949.76,9109.74,3573.092,5579.7,3407.24,195671.52,35159.53,5354.1,28644.11,4549.38,23313.42,4755.3,9399,7785.15,2042.88,32.88,12.71,350.9,236.18,78.72,502.74,159.28,346.5,29.85,498.33,86.24
2014-07-29,166640.12,12631917.44,17970435.6,10915049,30291593.61,18081570.18,615054.5022,1108289.927,251015.7981,646454.2452,53623.17705,143208.12,-10002.72,1743987,246375,1699378.23,303399.76,80775.816,133463.328,31526.856,5791.28,41986.224,2546.24,44490.366,6121.02,26811.25,7308.6,9530.64,4139.378,5840.7,3617.36,194418.4,34636.54,5800.14,27363.36,4634.13,24581.7,4836.37,9992.75,7982.52,2379.37,27.4,9.02,314.65,224.42,52.89,459.42,135.75,323.4,21.89,400.02,77.77
2014-07-30,179288.8,12851648.2,18408985.92,11114921.64,30347042.83,18399175.6,683867.7992,1214488.088,258838.1023,704867.4521,59860.60936,147670.58,-6492.85,1911098.7,266923.04,1862214.78,328703.536,83292.844,145522.992,35250.896,6464.92,45780.084,2847.04,49665.492,6050.504,23123.75,6349.2,8628.45,3666.406,5255.1,3193,173770.08,31722.1,5561.19,25044.93,3987.77,23222.16,4421.34,9854.25,7611,2098.74,34.25,5.33,279.85,194.53,52.89,395.58,132.13,268.95,15.92,380.81,66.99
2014-07-31,189245.36,12930723.34,17735629.08,10902293.52,30402492.05,18575010.5,726436.3013,1277389.984,257882.0982,723364.9018,59974.68389,147125.01,-6474.65,2010080.1,279776.88,1958664.36,344532.7,82985.118,149341.872,37108.52,6477.24,46981.494,2997.056,49760.01,5816.992,22388.75,7174.44,8919.42,3486.277,5754,3275.4,190982.88,35883.67,4961.52,28699.7,4373.1,20561.58,4077.7,8658.5,6757.02,1892.59,21.92,7.79,339.3,208.74,52.89,497.61,184.62,359.7,19.9,457.65,73.92
2014-08-01,176962.52,11808777.98,16621431.84,10163472.48,30457941.27,17033742.58,584194.4184,1021156.908,222315.7592,582238.8469,52209.4677,126833.9,-18479.37,1606875.9,213065.1,1565774.22,262380.06,71540.02,120205.776,28682.016,5638.6,37815.498,2316.48,43317.918,5238.992,22478.75,6514.56,8646.75,3653.699,5518.5,3160.04,192065.28,35834.5,4785.48,28340,4178.74,24532.56,4837.58,10135,8177.31,2036.23,31.51,13.94,303.05,210.7,73.8,511.86,233.49,358.05,41.79,493.81,69.3
2014-08-02,161526.52,12671127.31,17146591.8,10845388.7,30513390.5,18137010.1,675118.0934,1209303.426,252584.2423,703693.5755,56670.59663,144102.57,-6409.13,1902940.2,265654.3,1854265.29,327140.824,81280.326,145280.64,34380.488,6120.4,45703.854,2776.736,47018.988,5403.144,21967.5,6132.36,8666.88,3605.684,5431.2,3135.32,191451.04,35879.2,4854.6,28242.99,4117.72,24052.86,4705.69,9913.75,7865.13,1810.13,38.36,9.02,304.5,190.12,54.12,531.81,190.05,348.15,11.94,506.24,80.08
2014-08-03,157744.36,12482102.04,17783460.24,10834406.1,30568839.72,17849145.08,666954.0787,1187215.564,227155.5298,694954.7163,52417.24631,129595.57,-15072.33,1868183.1,240425.5,1820397.33,296073.132,73097.726,143476.464,32690.54,5661.04,45136.224,2640.224,43489.962,5095.648,23968.75,5748.6,9684.36,4233.177,6009.6,3226.99,195713.76,36241.27,4909.68,28667,4192.3,23679.63,4593.16,9879.25,7715.49,1726.34,30.14,8.2,340.75,233.73,78.72,515.28,206.34,341.55,29.85,472.34,82.39
2014-08-04,158511.4,12557461.74,17969814.72,10948804.92,30624288.94,17949906.33,667114.0091,1186365.467,232229.3223,692302.6247,53851.32611,132489.85,-12285,1866845.4,243056.42,1819093.92,299312.988,74730.23,142928.928,32563.684,5815.92,44963.982,2629.984,44679.402,4888.724,23972.5,5745.48,8917.59,3911.234,5780.7,3228.02,191074.4,35518.62,4511.16,27841.87,4048.79,24362.91,4900.5,10083.75,8098.62,2073.47,34.25,9.02,346.55,210.21,82.41,512.43,186.43,338.25,15.92,502.85,92.4
2014-08-05,186435.6,14600188.73,19064167.2,12161821.52,30679738.16,20798001.1,699444.8042,1277032.329,261113.5911,720195.0397,52604.65447,148969.09,-1663.48,2009517.3,277154.72,1958116.5,341303.572,84025.262,148687.44,32113.408,5681.28,46775.61,2593.632,43645.014,5752.256,25901.25,6091.8,8968.83,4715.558,6321.6,3649.29,196935.2,35318.96,5151.6,27119.2,4474.8,23504.13,4542.34,9662.75,7714.2,1880.62,31.51,5.33,320.45,201.39,61.5,478.8,133.94,311.85,21.89,488.16,77.77
2014-08-06,172858.04,13501115.7,18527842.32,11508662.98,30735187.38,19239824.66,663194.6337,1190594.603,238079.868,671824.9993,50693.9061,135827.35,-10127.39,1873500.3,242358.54,1825578.54,298453.556,76612.73,138701.232,30206.172,5474.92,43634.052,2439.584,42060.51,5456.32,24401.25,6146.4,8745.57,4499.83,6019.2,3348.53,184440.96,33434.11,4863.78,25329.42,4351.63,22511.97,4218.06,9671.25,7209.81,1782.2,34.25,6.56,352.35,193.55,57.81,401.28,148.42,262.35,29.85,424.88,76.23
2014-08-07,184471.76,12990791.88,17503721.04,10971653,30790636.61,18583598.86,744010.275,1298918.676,239334.6234,713361.2597,56352.81758,136543.8,-9251.97,2043957.3,265747.74,1991675.34,327256.448,77016.84,147276.576,34869.7,6086.08,46331.712,2816.224,46755.612,5412.392,23957.5,6280.56,9155.49,4303.114,6088.2,3411.36,198770.88,37397.51,5027.13,28577.62,4486.1,21182.85,3983.32,9293,6926.01,1784.86,27.4,6.97,313.2,224.42,67.65,518.7,197.29,334.95,17.91,524.32,87.01
2014-08-08,184693.44,12369168.71,16807922.04,10430070.2,30846085.83,17735608.57,704883.5185,1237675.606,232239.2807,679840.5609,54641.69964,132495.19,-11289.46,1947586.2,264189.92,1897769.1,325337.924,74733.242,140356.08,34313.292,5901.28,44154.558,2771.296,45335.718,5871.324,24615,5876.52,9248.82,4250.249,5811.9,3345.44,196021.76,36654,7407.18,28333.46,4409.26,24698.7,4817.01,10407.75,8210.85,1872.64,27.4,14.76,356.7,221.97,75.03,498.75,215.39,339.9,25.87,566.13,87.01
2014-08-09,174692.68,13848901.45,18944689.92,11813612.58,30901535.05,19711575.05,721251.5306,1276930.905,237930.4924,742696.3176,56796.89343,135742.8,-8634.08,2009357.7,259415.72,1957960.56,319458.384,76565.04,153332.928,35433.016,6134.04,48236.958,2861.728,47124.126,5007.792,23143.75,5531.76,8758.38,3756.519,5313,3187.85,184544.8,34687.2,4573.53,26800.92,4004.72,24125.4,4872.67,10153.25,8266.32,1730.33,23.29,8.2,353.8,235.69,68.88,495.33,199.1,358.05,43.78,522.06,71.61
2014-08-10,173135.48,13776895.59,18760068.6,11669021.4,30956984.27,19634527.15,702466.1921,1259329.744,239394.3736,752842.2478,60357.64838,136577.62,-7874.23,1981660.8,262202.86,1930972.59,322890.748,77035.916,155427.6,37539.328,6518.6,48895.938,3031.84,50077.548,4993.92,23901.25,5425.68,8751.06,3753.609,5184.6,3362.95,180359.52,34697.63,8102.43,26167.63,4092.86,23174.19,4599.21,9618.75,7644.54,1811.46,45.21,8.2,382.8,248.43,88.56,494.19,186.43,343.2,15.92,472.34,113.96
2014-08-11,164147.24,13511277.79,18173563.2,11451686.96,31012433.49,19262214.89,643858.1836,1153190.302,223092.5125,678018.483,52828.72943,127277.12,-13258.7,1814641.5,236403.2,1768225.05,291119.776,71790.016,139979.904,32776.576,5705.48,44036.244,2647.2,43830.864,4630.936,22957.5,5076.24,8467.41,3663.787,5088,3251.71,170176.16,32659.31,6858.81,24902.14,4012.63,23114.52,4504.83,9589,7705.17,1869.98,34.25,9.84,320.45,258.72,66.42,471.39,186.43,320.1,23.88,450.87,99.33
2014-08-12,169852.44,13827767.06,18624370.44,11715812.26,31067882.72,19718689.8,630770.906,1126143.314,228440.1603,652311.771,52111.68954,130328.04,-10711.61,1772080.8,231626.08,1726753.29,285236.66,73510.872,134672.64,31094.792,5628.04,42366.618,2511.36,43236.144,5160.384,22006.25,5261.88,7942.2,3720.241,5364,3131.2,163917.6,31146.96,4799.52,23036.06,4208.12,22205.43,4299.13,8983.25,7153.05,1562.75,36.99,8.2,303.05,203.84,59.04,396.72,142.99,280.5,5.97,421.49,78.54
2014-08-13,167684.6,13603806.71,18453693.96,11564312.9,31123331.94,19279011.66,686179.4947,1216756.223,222912.0762,709593.1331,54769.85023,127173.88,-12259.52,1601216.4,214611.24,1865693.07,286327.34,71731.784,122963.856,29058.188,5272.08,46087.02,2662.688,45441.918,4947.68,21952.5,5408.52,8222.19,3909.779,5500.2,3140.47,160107.2,30062.24,4534.92,22289.41,3945.96,20586.15,4020.83,8486.5,6772.5,1577.38,30.14,7.38,330.6,203.35,50.43,357.96,141.18,264,23.88,400.02,70.07
2014-08-14,159840.12,12694690.07,17139947.76,10796436.92,31178781.16,17990540.12,702927.2662,1237874.767,235520.0731,702388.4726,57713.58112,134366.86,-7325.5,1629007.8,237771.22,1898074.77,317226.364,75788.948,121715.376,31662.504,5555.44,45619.056,2901.344,47884.518,5193.908,21840,5442.84,8229.51,3579.882,5614.5,3278.49,172400.8,33232.96,4744.71,24871.62,4151.62,19568.25,3809.08,8425.75,6567.39,1517.53,34.25,9.43,321.9,223.93,65.19,458.85,186.43,310.2,21.89,455.39,74.69
2014-08-15,169995.92,12855038.2,16658589.48,10550668.76,31234230.38,18227281.75,725194.175,1280391.116,235613.2356,722071.7935,57000.50345,134420.26,-7317.31,1684958.1,247604.32,1963266.66,330345.516,75819.068,125126.256,32087.032,5486.8,46897.452,2940.224,47292.984,5155.76,22217.5,5397.6,8421.66,3574.741,5625,3343.38,171283.2,32669.74,10579.14,24397.47,4150.49,22618.44,4473.37,9445.75,7640.67,1617.28,34.25,9.84,291.45,204.82,67.65,458.28,229.87,301.95,13.93,463.3,88.55
2014-08-16,164704.84,15291703.53,19325325.24,12370174.08,31289679.6,21498871.77,736926.5503,1321803.186,254582.1636,766170.9081,59418.56811,145242.66,-564.2,1739455.2,253968.46,2026764.6,338836.132,81923.388,132768.096,31903.656,5719.56,49761.558,2923.424,49299.102,4693.36,21263.75,5232.24,7845.21,3435.643,5503.5,2981.85,169491.52,31586.51,4324.59,24092.27,3888.33,22433.58,4420.13,9220.5,7458.78,1792.84,28.77,6.56,320.45,237.16,60.27,463.41,184.62,330,25.87,473.47,90.86
2014-08-17,160388.88,14940777.51,19079055.84,12121718.12,31345128.83,20852620.03,717271.5843,1284219.39,257501.2565,744608.7249,59912.23726,146907.85,-162.89,1689996,250682,1969136.49,334451.36,82862.63,129031.632,32131.62,5767.08,48361.194,2944.32,49707.972,4559.264,20742.5,4701.84,7559.73,3345.045,5226,2978.76,162866.88,30691.02,10386.09,23123.26,3764.03,21568.95,4130.94,8977.5,7122.09,1586.69,20.55,6.97,316.1,212.17,66.42,437.76,157.47,297,27.86,406.8,98.56
